event,t0_ns,peak_time_ns,amplitude_adc,charge_adc_ns,observed_amplitude_adc,resolvable
42,301.4747,320.0000,72.4188,5924.9770,72.4188,1
42,916.4842,936.0000,61.0173,4995.9189,61.0202,1
43,632.9312,652.0000,82.7938,6776.6992,82.7938,1
44,627.1465,646.0000,106.5745,8721.7211,106.5745,1
45,416.8198,436.0000,116.9423,9572.5645,116.9423,1
45,978.3800,998.0000,82.8121,6780.9159,82.8235,1
46,303.5245,322.0000,70.9625,5805.5867,70.9625,1
47,286.5267,306.0000,85.9781,7039.4265,85.9781,1
48,936.4101,956.0000,65.0876,5329.4699,65.0876,1
48,1380.4950,1400.0000,88.7286,7264.6640,88.7738,1
49,1254.6319,1274.0000,56.5566,4630.1958,56.5566,1
50,297.1828,316.0000,110.3377,9029.4315,110.3377,1
50,1025.5429,1044.0000,73.5066,6013.6393,73.5073,1
51,605.9942,624.0000,88.9868,7277.2878,88.9868,1
51,1055.2353,1074.0000,89.3491,7311.5383,89.4065,1
52,373.2273,392.0000,122.1471,9995.5028,122.1471,1
52,1093.3786,1112.0000,107.3540,8783.8917,107.3548,1
53,719.4635,738.0000,93.9342,7685.3359,93.9342,1
53,1369.6815,1388.0000,96.0136,7853.9307,96.0157,1
54,287.3050,306.0000,116.4410,9527.9728,116.4410,1
54,801.5377,820.0000,90.3919,7395.0692,90.4174,1
55,1043.1990,1062.0000,90.1374,7376.2524,90.1374,1
56,205.2211,224.0000,90.7954,7429.9712,90.7954,1
56,1011.2023,1030.0000,91.9439,7524.0668,91.9440,1
57,422.6183,442.0000,87.0843,7129.5315,87.0843,1
57,1224.8209,1244.0000,94.5916,7742.9861,94.5918,1
58,1175.1250,1194.0000,87.3730,7150.4461,87.3730,1
59,412.3991,432.0000,108.0343,8846.0731,108.0343,1
59,1078.9889,1098.0000,121.3572,9932.6901,121.3590,1
60,861.8495,880.0000,76.7526,6277.5704,76.7526,1
60,1394.2365,1412.0000,127.5648,10440.1489,127.5774,1
61,480.6983,500.0000,56.8722,4655.8155,56.8722,1
62,625.5526,644.0000,136.9534,11204.1847,136.9534,1
62,1120.5914,1140.0000,93.1459,7625.9335,93.1866,1
63,1202.9692,1222.0000,95.0279,7777.8337,95.0279,1
64,889.5812,908.0000,111.7609,9142.9646,111.7609,1
65,1044.2343,1062.0000,93.5463,7656.1233,93.5463,1
66,1505.0382,1524.0000,91.4790,7485.9327,91.4790,1
67,393.7757,412.0000,102.3071,8368.1958,102.3071,1
67,989.0628,1008.0000,109.4799,8960.0658,109.4856,1
67,1410.5801,1430.0000,120.6171,9874.8211,120.7279,1
68,1008.0919,1026.0000,123.4399,10097.8616,123.4399,1
69,686.0103,704.0000,109.3309,8941.2759,109.3309,1
70,232.8015,252.0000,91.8903,7521.9828,91.8903,1
70,669.7959,688.0000,112.0620,9165.9415,112.1353,1
71,509.1722,528.0000,30.5209,2497.6847,30.5209,1
71,1063.0782,1082.0000,63.5688,5202.5417,63.5722,1
72,1338.7339,1358.0000,80.5899,6597.2253,80.5899,1
73,632.7451,652.0000,68.0757,5572.7907,68.0757,1
73,1029.3027,1048.0000,120.2848,9842.5136,120.3905,1
74,455.5903,474.0000,54.4057,4450.8014,54.4057,1
74,1104.3019,1122.0000,108.4592,8878.6915,108.4605,1
75,756.9951,776.0000,96.9920,7938.4424,96.9920,1
76,998.2436,1016.0000,98.6561,8074.5804,98.6561,1
77,950.3415,968.0000,66.9857,5484.3299,66.9857,1
78,763.2948,782.0000,112.1521,9177.0995,112.1521,1
79,506.5961,526.0000,70.4835,5770.5271,70.4835,1
79,1486.8191,1506.0000,133.3695,10916.1256,133.3695,1
80,438.8058,458.0000,121.7914,9969.6090,121.7914,1
81,664.7544,684.0000,77.2441,6323.2931,77.2441,1
82,766.4648,786.0000,90.8381,7437.6663,90.8381,1
82,1188.4364,1208.0000,76.0183,6224.3657,76.1094,1
83,487.1847,506.0000,91.8135,7513.5032,91.8135,1
83,1380.7741,1400.0000,127.1936,10411.8816,127.1937,1
84,1423.4614,1442.0000,85.9573,7032.4559,85.9573,1
85,913.1658,932.0000,56.2213,4600.9015,56.2213,1
86,216.1804,234.0000,73.8172,6040.3278,73.8172,1
86,1023.3620,1042.0000,97.3672,7966.8659,97.3673,1
87,1246.2585,1264.0000,98.9007,8094.9938,98.9007,1
88,624.3449,642.0000,103.9948,8514.4852,103.9948,1
89,383.3275,402.0000,26.6519,2180.7980,26.6519,1
89,767.1320,786.0000,61.8121,5058.5652,61.8632,1
90,680.1546,698.0000,100.3682,8212.2354,100.3682,1
91,1298.2310,1316.0000,100.3731,8214.7195,100.3731,1
92,605.0955,624.0000,81.5822,6676.6893,81.5822,1
92,1075.8996,1094.0000,100.6956,8235.5074,100.7327,1
93,881.1718,900.0000,108.2786,8861.0067,108.2786,1
94,949.0777,968.0000,108.9687,8918.1275,108.9687,1
95,567.1037,586.0000,99.7848,8166.3426,99.7848,1
95,1116.2251,1134.0000,137.3845,11243.6200,137.3969,1
96,690.2635,708.0000,117.0757,9582.7925,117.0757,1
97,327.9379,346.0000,74.3672,6082.0044,74.3672,1
97,1441.5482,1460.0000,36.9101,3019.4842,36.9101,1
98,992.9300,1012.0000,93.2929,7636.0637,93.2929,1
99,599.2630,618.0000,131.5040,10760.8863,131.5040,1
100,868.3833,888.0000,98.0875,8031.6979,98.0875,1
100,1364.4045,1384.0000,91.5540,7496.5057,91.5827,1
101,389.5591,408.0000,97.3583,7964.8625,97.3583,1
101,770.1512,788.0000,129.7037,10612.3740,129.9038,1
101,1244.4366,1264.0000,76.2931,6246.8580,76.3475,1
102,330.2650,348.0000,105.4492,8631.1907,105.4492,1
103,222.5457,242.0000,105.0761,8602.9586,105.0761,1
103,774.8116,794.0000,77.5695,6349.6565,77.5815,1
103,1319.9590,1338.0000,86.9087,7107.5134,86.9189,1
104,955.6325,974.0000,129.3828,10584.1299,129.3828,1
104,1482.9342,1502.0000,106.5394,8719.4214,106.5620,1
105,206.6849,226.0000,88.0170,7205.5389,88.0170,1
106,477.8977,496.0000,57.1252,4672.0568,57.1252,1
107,1045.3107,1064.0000,98.4890,8058.9862,98.4890,1
108,408.7004,428.0000,100.2478,8206.7250,100.2478,1
108,1424.6690,1444.0000,51.3603,4204.5197,51.3603,1
109,497.9307,516.0000,68.6717,5616.2446,68.6717,1
110,1494.5716,1514.0000,99.7430,8165.1998,99.7430,1
111,208.5868,228.0000,89.1119,7295.6926,89.1119,1
112,268.5253,288.0000,93.0257,7616.4529,93.0257,1
113,875.5124,894.0000,87.6309,7169.3387,87.6309,1
114,309.2463,328.0000,122.2949,10007.4415,122.2949,1
115,347.4307,366.0000,100.1713,8195.8506,100.1713,1
115,928.3875,948.0000,106.8314,8747.6455,106.8385,1
116,843.3026,862.0000,85.4299,6990.4501,85.4299,1
117,266.3089,284.0000,43.6570,3573.9361,43.6570,1
118,250.7479,270.0000,115.7970,9479.3197,115.7970,1
119,500.1808,518.0000,53.4085,4370.3241,53.4085,1
120,948.0786,966.0000,85.1954,6969.0027,85.1954,1
121,271.0885,290.0000,78.3172,6409.5166,78.3172,1
121,1459.7707,1478.0000,83.6858,6844.6502,83.6858,1
122,1425.0926,1444.0000,66.4198,5435.6129,66.4198,1
123,310.8445,330.0000,90.2417,7386.7990,90.2417,1
124,710.3889,730.0000,119.9854,9824.7268,119.9854,1
124,1286.9399,1306.0000,66.6015,5451.2973,66.6107,1
125,559.0659,578.0000,74.1063,6065.0056,74.1063,1
125,938.7482,958.0000,118.0654,9665.0132,118.2164,1
126,371.1531,390.0000,115.2754,9433.7265,115.2754,1
126,750.4765,770.0000,90.0785,7375.4095,90.3138,1
127,353.7173,372.0000,79.7327,6522.0506,79.7327,1
127,1081.0399,1100.0000,100.4581,8221.8516,100.4586,1
128,530.0028,548.0000,97.4205,7967.0253,97.4205,1
128,1000.4836,1020.0000,92.6515,7586.0411,92.6950,1
129,865.6285,884.0000,114.4937,9366.1661,114.4937,1
130,810.6659,830.0000,87.5481,7167.2497,87.5481,1
131,1129.7407,1148.0000,112.0869,9168.4058,112.0869,1
132,278.6812,298.0000,92.2669,7553.4761,92.2669,1
133,905.6251,924.0000,135.8447,11112.8114,135.8447,1
134,1077.3414,1096.0000,113.5192,9288.6176,113.5192,1
135,1449.1082,1468.0000,109.8167,8986.8233,109.8167,1
136,818.3821,838.0000,127.8102,10465.4860,127.8102,1
137,461.9003,480.0000,96.7780,7915.0997,96.7780,1
138,654.3404,672.0000,98.1340,8034.5086,98.1340,1
139,721.9484,740.0000,61.1762,5003.1547,61.1762,1
139,1355.5226,1374.0000,97.9157,8010.6075,97.9175,1
140,813.0970,832.0000,96.9715,7936.1469,96.9715,1
141,467.5656,486.0000,79.0692,6468.5967,79.0692,1
141,976.7602,996.0000,68.8407,5635.3508,68.8593,1
142,413.4506,432.0000,136.1328,11137.9820,136.1328,1
143,476.7014,496.0000,104.0202,8515.5487,104.0202,1
143,1173.9079,1192.0000,92.5533,7569.5179,92.5543,1
144,223.3311,242.0000,78.0883,6389.5667,78.0883,1
144,1457.9136,1476.0000,119.7267,9791.2416,119.7267,1
145,683.9485,702.0000,76.8729,6286.8750,76.8729,1
146,487.4729,506.0000,106.7704,8735.4748,106.7704,1
146,879.5249,898.0000,50.7199,4149.4979,50.8992,1
147,700.4668,720.0000,97.0815,7948.8543,97.0815,1
148,739.3371,758.0000,109.7608,8981.1274,109.7608,1
148,1308.1478,1326.0000,53.7126,4394.6957,53.7224,1
149,744.9305,764.0000,67.6090,5533.8272,67.6090,1
150,1032.9301,1052.0000,107.3642,8787.8043,107.3642,1
151,1289.6503,1308.0000,88.6641,7253.0102,88.6641,1
152,429.2373,448.0000,100.0398,8186.3563,100.0398,1
152,1194.5031,1214.0000,96.5783,7907.4399,96.5786,1
153,361.8316,380.0000,72.3429,5916.9974,72.3429,1
153,1130.9744,1150.0000,98.5268,8064.1855,98.5270,1
154,742.7501,762.0000,90.6428,7420.1516,90.6428,1
155,417.0212,436.0000,90.7630,7428.4779,90.7630,1
155,1456.8763,1476.0000,89.3232,7310.9764,89.3232,1
156,600.4507,620.0000,113.7439,9313.2513,113.7439,1
156,991.9925,1010.0000,70.5530,5769.7955,70.7474,1
157,779.8489,798.0000,86.2041,7050.6115,86.2041,1
158,576.4054,596.0000,44.2088,3619.8921,44.2088,1
159,569.2965,588.0000,94.5556,7737.2144,94.5556,1
160,264.2284,282.0000,85.6108,7006.5141,85.6108,1
160,715.7929,734.0000,86.8077,7100.3253,86.8614,1
161,575.5410,594.0000,113.0026,9244.8526,113.0026,1
162,861.3994,880.0000,104.4286,8544.3960,104.4286,1
162,1304.9360,1324.0000,60.8841,4983.3452,60.9578,1
163,590.0436,608.0000,101.2635,8282.4181,101.2635,1
163,1134.3119,1152.0000,78.3547,6414.4893,78.3683,1
164,918.8332,938.0000,105.9987,8676.6690,105.9987,1
165,272.0091,290.0000,101.9406,8336.8540,101.9406,1
165,936.0775,954.0000,80.5420,6588.3368,80.5439,1
166,352.0187,370.0000,100.6709,8233.2713,100.6709,1
166,1016.1423,1034.0000,99.3370,8127.5243,99.3389,1
167,1126.0340,1144.0000,91.8474,7512.0264,91.8474,1
168,371.3442,390.0000,81.7196,6686.6315,81.7196,1
169,475.0370,494.0000,114.4743,9369.0091,114.4743,1
169,1322.0914,1340.0000,80.6906,6600.7474,80.6907,1
170,893.1186,912.0000,45.0169,3684.1201,45.0169,1
170,1394.2177,1412.0000,82.1299,6721.2348,82.1423,1
171,634.1658,652.0000,104.5657,8556.0014,104.5657,1
171,1380.3403,1398.0000,73.6300,6028.1932,73.6305,1
172,652.8392,672.0000,109.4817,8961.7369,109.4817,1
172,1149.7671,1168.0000,97.9433,8011.3176,97.9755,1
173,1506.6100,1526.0000,100.0162,8187.1252,100.0162,1
174,687.8206,706.0000,83.4352,6824.3101,83.4352,1
175,545.2506,564.0000,85.7742,7018.9147,85.7742,1
175,1282.5325,1302.0000,61.2822,5017.4195,61.2826,1
176,376.7686,396.0000,92.8192,7598.2089,92.8192,1
177,567.5842,586.0000,131.6047,10766.3238,131.6047,1
178,576.6078,596.0000,67.8150,5552.0115,67.8150,1
178,945.9794,964.0000,74.0356,6054.6656,74.2032,1
179,205.5881,224.0000,108.1839,8850.2846,108.1839,1
179,849.3311,868.0000,101.0968,8272.2377,101.0995,1
180,840.5123,860.0000,63.9386,5235.0050,63.9386,1
180,1493.6863,1512.0000,97.7939,7998.7171,97.7953,1
181,421.3325,440.0000,121.1763,9915.2315,121.1763,1
182,1037.9412,1056.0000,120.2624,9835.4464,120.2624,1
183,1115.6319,1134.0000,99.7409,8159.2813,99.7409,1
184,417.2160,436.0000,71.0398,5813.3526,71.0398,1
184,1066.3043,1084.0000,80.3272,6575.8026,80.3289,1
185,334.0760,352.0000,83.8172,6856.2096,83.8172,1
185,808.8574,828.0000,100.2137,8202.9779,100.2487,1
186,702.1568,720.0000,87.1696,7132.3580,87.1696,1
186,1149.4278,1168.0000,112.0975,9171.6517,112.1558,1
187,280.9472,300.0000,77.2474,6322.6522,77.2474,1
188,1279.4939,1298.0000,89.6027,7330.7432,89.6027,1
189,751.9324,770.0000,84.9612,6948.4512,84.9612,1
190,408.2443,426.0000,65.4680,5358.2862,65.4680,1
190,1028.1128,1046.0000,98.1198,8027.1442,98.1223,1
191,372.9775,392.0000,82.6521,6764.8667,82.6521,1
191,1079.0576,1098.0000,106.3097,8700.6463,106.3104,1
192,510.8037,530.0000,83.8562,6864.3153,83.8562,1
192,984.4512,1004.0000,102.5795,8399.1157,102.6151,1
193,207.1673,226.0000,115.3010,9435.7138,115.3010,1
194,915.2883,934.0000,112.7203,9223.6403,112.7203,1
194,1488.1056,1506.0000,105.6391,8641.1686,105.6485,1
195,473.1181,492.0000,96.2773,7879.2034,96.2773,1
196,308.3202,326.0000,83.6071,6844.6750,83.6071,1
196,1389.4560,1408.0000,70.8275,5794.7537,70.8275,1
197,770.7158,790.0000,98.9230,8098.1837,98.9230,1
197,1356.2578,1374.0000,77.1383,6313.6747,77.1450,1
198,523.1151,542.0000,69.8570,5717.0185,69.8570,1
199,1343.5866,1362.0000,74.8208,6120.8723,74.8208,1
